Which comic characters are painted by Bill Finger?	SELECT DISTINCT ?uri WHERE {?uri dbo:creator dbr:Bill_Finger  . ?uri rdf:type dbo:ComicsCharacter}
Which movies did Mark Steven edit?	SELECT DISTINCT ?uri WHERE {?uri dbp:editing dbr:Mark_Stevens_(film_editor)  . ?uri rdf:type dbo:Film}

Where do the railroads owned by the Chicago and Northwestern Transportation company begin?	SELECT DISTINCT ?uri WHERE { ?x dbp:system dbr:Chicago_and_North_Western_Transportation_Company . ?x dbo:routeStart ?uri  . ?x rdf:type dbo:RailwayLine}

What is the prize received by the one who wrote the screen play of The Postman  ?	SELECT DISTINCT ?uri WHERE { dbr:The_Postman_(film) dbp:screenplay ?x . ?x dbo:award ?uri  . }

Give me a list of all the buildings which are located in districts governed by John Tory.	SELECT DISTINCT ?uri WHERE { ?x dbp:leaderName dbr:John_Tory . ?uri dbo:location ?x  . ?uri rdf:type dbo:Building}

Count the total number of bacterias whose division is Firmicutes and domain is Bacteria?	 SELECT DISTINCT COUNT(?uri) WHERE {?uri dbo:division dbr:Firmicutes . ?uri dbp:domain dbr:Bacteria }

Where can one find the Dzogchen Ponolop Rinpoche?	 SELECT DISTINCT ?uri WHERE { dbr:Dzogchen_Ponlop_Rinpoche dbp:location ?uri }

What is the mascot of the alma mater of Deborah Crombie?	SELECT DISTINCT ?uri WHERE { dbr:Deborah_Crombie dbo:almaMater ?x . ?x dbp:mascot ?uri  . }

Did Bob Suci play for the New England Patriots?	ASK WHERE { dbr:Bob_Suci dbp:pastteams dbr:New_England_Patriots }

What would be the most important creation which involved both Neil Cross and Russel Davies ?	SELECT DISTINCT ?uri WHERE { dbr:Neil_Cross dbo:notableWork ?uri. dbr:Russell_T_Davies dbo:notableWork ?uri . }

Where do beauty queens with brown hair reside?	SELECT DISTINCT ?uri WHERE { ?x dbp:hairColor dbr:Brown_hair . ?x dbo:residence ?uri  . }

Which TV show produced by Paramount Television and is located in Massachusetts ?	SELECT DISTINCT ?uri WHERE {?uri dbp:company dbr:Paramount_Television . ?uri dbo:location dbr:Massachusetts  . ?uri rdf:type dbo:TelevisionShow}

Name the mountain which belongs to Sierra Nevada range and is located in Inyo National Forest?	SELECT DISTINCT ?uri WHERE {?uri dbo:mountainRange dbr:Sierra_Nevada_(U.S.) . ?uri dbo:locatedInArea dbr:Inyo_National_Forest  . ?uri rdf:type dbo:Mountain}

What is the company that has products with Windows RT as its OS?	SELECT DISTINCT ?uri WHERE { ?x dbp:os dbr:Windows_RT . ?uri dbo:product ?x  . }

How many labels sign up progressive rock artists?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:genre dbr:Progressive_rock . ?x dbo:recordLabel ?uri  . }

Does the AMC Gremlin use an Audi engine?	ASK WHERE { dbr:AMC_Gremlin dbp:engine dbr:Audi }

What is the resting place of the child of Linda Lee Cadwell?	SELECT DISTINCT ?uri WHERE { dbr:Linda_Lee_Cadwell dbp:children ?x . ?x dbo:restingPlace ?uri  . }

What is the religion of the relatives of Carmela Soprano ?	SELECT DISTINCT ?uri WHERE { dbr:Carmela_Soprano dbo:relative ?x . ?x dbo:religion ?uri  . }

What television shows's distributor is Eurovision?	SELECT DISTINCT ?uri WHERE {?uri dbo:distributor dbr:Eurovision_(network)  . ?uri rdf:type dbo:TelevisionShow}

Did Stan Lee create Jean Grey?	ASK WHERE { dbr:Jean_Grey dbp:creators dbr:Stan_Lee }

Which indian party has won the arunachal pradesh elections of 2014 and has been in the 4th legislative assembly?	SELECT DISTINCT ?uri WHERE { dbr:Arunachal_Pradesh_Legislative_Assembly_election_2014 dbp:party ?uri. dbr:Fourth_Legislative_Assembly_of_Delhi dbp:party ?uri . }

Name the architect of Marine Corps Air Station Kaneohe Bay ?	 SELECT DISTINCT ?uri WHERE { dbr:Marine_Corps_Air_Station_Kaneohe_Bay dbp:architect ?uri }

What is the party of the politicians whose children is Sanjay Gandhi ?	SELECT DISTINCT ?uri WHERE { ?x dbp:children dbr:Sanjay_Gandhi . ?x dbo:party ?uri  . ?x rdf:type dbo:OfficeHolder}

Who is the owner of the FC which owns the Cobham Training Centre?	SELECT DISTINCT ?uri WHERE { dbr:Cobham_Training_Centre dbp:owner ?x . ?x dbp:owner ?uri  . ?x rdf:type dbo:SoccerClub}

What are the other launch site of the rockets which also have been launched from  Cape Canaveral Air Force Station Launch Complex 5 ?	SELECT DISTINCT ?uri WHERE { ?x dbo:launchSite dbr:Cape_Canaveral_Air_Force_Station_Launch_Complex_5 . ?x dbo:launchSite ?uri  . ?x rdf:type dbo:Rocket}

What is the nationality of the David King-Wood and John Steed ?	SELECT DISTINCT ?uri WHERE { dbr:David_King-Wood dbp:nationality ?uri. dbr:John_Steed dbp:nationality ?uri . }

Name the river whose source is located in Ikelenge  District and mouth in Mozambique?	SELECT DISTINCT ?uri WHERE {?uri dbp:sourceLocation dbr:Ikelenge_District . ?uri dbp:mouthCountry dbr:Mozambique  . ?uri rdf:type dbo:River}

Which country's leader  is Giuseppe Bertello?	SELECT DISTINCT ?uri WHERE {?uri dbo:leader dbr:Giuseppe_Bertello  . ?uri rdf:type dbo:Country}

Who is the founder of the trade union with whom Amalgamated Clothing Workers of America is affiliated?	SELECT DISTINCT ?uri WHERE { dbr:Amalgamated_Clothing_Workers_of_America dbo:affiliation ?x . ?x dbp:founded ?uri  . }

What are some people working for the New York Post?	SELECT DISTINCT ?uri WHERE {?uri dbo:employer dbr:New_York_Post  . ?uri rdf:type dbo:Person}

Which gaming console's central processing unit is microprocessor and built by Sony?	SELECT DISTINCT ?uri WHERE {?uri dbo:cpu dbr:Cell_(microprocessor) . ?uri dbo:manufacturer dbr:Sony  . }

From where did the son of Gustavo Rojas Pinilla graduate?	SELECT DISTINCT ?uri WHERE { dbr:Gustavo_Rojas_Pinilla dbo:child ?x . ?x dbp:almaMater ?uri  . }

What is the total number of software whose programming language is C++ and operating system is Microsoft Windows?	 SELECT DISTINCT COUNT(?uri) WHERE {?uri dbo:programmingLanguage dbr:C++ . ?uri dbo:operatingSystem dbr:Microsoft_Windows }

In which races did Mouse Morris take part?	 SELECT DISTINCT ?uri WHERE { dbr:Mouse_Morris dbp:race ?uri }

How many things have made different people living in Canada famous?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbo:nationality dbr:Canadians . ?x dbo:knownFor ?uri  . }

Which famous political figures are relatives to George Madison?	 SELECT DISTINCT ?uri WHERE { dbr:George_Madison dbo:relation ?uri }

Which TV show's composer is Judy  Hart  Angelo and executive producer as Glen and Les Charles?	SELECT DISTINCT ?uri WHERE {?uri dbo:composer dbr:Judy_Hart_Angelo . ?uri dbo:executiveProducer dbr:Glen_and_Les_Charles  . ?uri rdf:type dbo:TelevisionShow}

What is the meaning of Heydar ?	 SELECT DISTINCT ?uri WHERE { dbr:Heydar dbp:meaning ?uri }

Name the fictional character whose species is American Pekin duck and has relatives named Ludwig Von Drake?	SELECT DISTINCT ?uri WHERE {?uri dbo:species dbr:American_Pekin_duck . ?uri dbp:relatives dbr:Ludwig_Von_Drake  . ?uri rdf:type dbo:FictionalCharacter}

who are starring in the movies written by Mark Sandrich ?	SELECT DISTINCT ?uri WHERE { ?x dbo:writer dbr:Mark_Sandrich . ?x dbo:starring ?uri  . ?x rdf:type dbo:Film}

What is the religion of the governors whose office is the Bank of Thailand?	SELECT DISTINCT ?uri WHERE { ?x dbp:office dbr:Bank_of_Thailand . ?x dbo:religion ?uri  . ?x rdf:type dbo:Governor}

Name all the junctions of U.S. Route 59?	 SELECT DISTINCT ?uri WHERE { dbr:U.S._Route_59 dbp:junction ?uri }

Count the number of  fields of the scientists whose one of the fields is Sanskrit?	 SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:fields dbr:Sanskrit . ?x dbp:fields ?uri }

In which city is the sister station of KTXY located ?	SELECT DISTINCT ?uri WHERE { dbr:KTXY dbo:sisterStation ?x . ?x dbo:city ?uri  . }

Is Maria Sharapova the silver medalist of Tennis at the 2012 Summer Olympics  Women's singles?	ASK WHERE { dbr:Tennis_at_the_2012_Summer_Olympics_–_Women's_singles dbo:silverMedalist dbr:Maria_Sharapova }

What is the layout of the cars similar to that of the Subaru Outback?	SELECT DISTINCT ?uri WHERE { ?x dbo:relatedMeanOfTransportation dbr:Subaru_Outback . ?x dbo:layout ?uri  . ?x rdf:type dbo:Automobile}

Where do the rivers starting from Zambia end?	SELECT DISTINCT ?uri WHERE { ?x dbo:sourceCountry dbr:Zambia . ?x dbo:riverMouth ?uri  . ?x rdf:type dbo:River}

Name the hubs of the airlines whose headquarters is in the Subang Interchange?	SELECT DISTINCT ?uri WHERE { ?x dbp:headquarters dbr:Subang_Interchange . ?x dbp:hubs ?uri  . ?x rdf:type dbo:Airline}

How many people work in the Massachusetts house of Representatives?	SELECT DISTINCT COUNT(?uri) WHERE {?uri dbp:office dbr:Massachusetts_House_of_Representatives  . }

What is Naval Support Activity Naples a part of?	 SELECT DISTINCT ?uri WHERE { dbr:Naval_Support_Activity_Naples dbo:type ?uri }

List the services provided by the company which provides Microsoft azure as one of the service ?	SELECT DISTINCT ?uri WHERE { ?x dbp:services dbr:Microsoft_Azure . ?x dbp:services ?uri  . ?x rdf:type dbo:Company}

Who was member of boards at Royal Society and Trinity House?	SELECT DISTINCT ?uri WHERE { ?uri dbo:board dbr:Royal_Society . ?uri dbo:board dbr:Trinity_House . }

What is the debut team of the baseball player who was born in Williamsburg Kansas ?	SELECT DISTINCT ?uri WHERE { ?x dbp:birthPlace dbr:Williamsburg_Kansas . ?x dbp:debutteam ?uri  . ?x rdf:type dbo:BaseballPlayer}

Which serving railway line of the Daund Junction railway station is the home port of INS Viraat ?	 SELECT DISTINCT ?uri WHERE { dbr:INS_Viraat_(R22) dbo:homeport ?uri. dbr:Daund_Junction_railway_station dbo:servingRailwayLine ?uri}

How many religions are followed by organizations which are internationally known as the muslim brotherhood?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:international dbr:Muslim_Brotherhood . ?x dbo:religion ?uri  . }

Name the route start of Saint Petersburg  Moscow Railway ?	 SELECT DISTINCT ?uri WHERE { dbr:Saint_Petersburg_–_Moscow_Railway dbo:routeStart ?uri }

Which series was written by Eric Jendresen and John Orloff?	SELECT DISTINCT ?uri WHERE { ?uri dbp:writer dbr:Erik_Jendresen . ?uri dbp:writer dbr:John_Orloff . ?uri rdf:type dbo:TelevisionShow}

Count the number of musical work which were sold by Sony Music?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:label dbr:Sony_Music_Entertainment . ?uri dbp:music ?x  . ?uri rdf:type dbo:MusicalWork}

Which county seats are in the district where I can find the Hylebos Creek?	SELECT DISTINCT ?uri WHERE { dbr:Hylebos_Creek dbo:district ?x . ?x dbo:countySeat ?uri  . }

Who was succeeded by Arthur Gegei as the office ho0lder ?	SELECT DISTINCT ?uri WHERE {?uri dbo:successor dbr:Artúr_Görgei  . }

What other awards have been given to Goya Award Winners?	SELECT DISTINCT ?uri WHERE { ?x dbo:award dbr:Goya_Awards . ?x dbp:awards ?uri  . }

Which river inflow of the Cahora Bassa is also Batoka Gorge Hydroelectric Power Station's river ?	 SELECT DISTINCT ?uri WHERE { dbr:Cahora_Bassa dbp:inflow ?uri. dbr:Batoka_Gorge_Hydroelectric_Power_Station dbo:river ?uri}

Does the mississippi orignate in the clearwater county minnesota?	ASK WHERE { dbr:Mississippi_River dbo:sourceRegion dbr:Clearwater_County_Minnesota }

Who owns the tunnels operated by the Massachusetts Department of Transportation?	SELECT DISTINCT ?uri WHERE { ?x dbo:operatedBy dbr:Massachusetts_Department_of_Transportation . ?x dbp:owner ?uri  . ?x rdf:type dbo:RoadTunnel}

In how many districts is there a borough called tendring?	SELECT DISTINCT COUNT(?uri) WHERE { ?x dbp:borough dbr:Tendring . ?x dbo:district ?uri  . }

Name the company with product lines like Visual studio and Surface ?	SELECT DISTINCT ?uri WHERE {?uri dbp:products dbr:Microsoft_Visual_Studio . ?uri dbo:product dbr:Microsoft_Surface  . ?uri rdf:type dbo:Company}

How many awards have been given to the founder of Grameen Bank?	SELECT DISTINCT COUNT(?uri) WHERE { dbr:Grameen_Bank dbp:founder ?x . ?x dbo:award ?uri  . }

Who is the appointer of Earl B. Ruth ?	 SELECT DISTINCT ?uri WHERE { dbr:Earl_B._Ruth dbp:appointer ?uri }

Which partner of the Tim Mathieson is also the primeminister of the Mike Kelly (Australian politician) ?	 SELECT DISTINCT ?uri WHERE { dbr:Tim_Mathieson dbo:partner ?uri. dbr:Mike_Kelly_(Australian_politician) dbp:primeminister ?uri}

Which river does Katima Mulilo Bridge cross?	 SELECT DISTINCT ?uri WHERE { dbr:Katima_Mulilo_Bridge dbp:crosses ?uri }

Which city is Black Grape Global located ?	 SELECT DISTINCT ?uri WHERE { dbr:Black_Grape_Global dbo:locationCity ?uri }

To which company is the service Nintendo eShop associated with?	SELECT DISTINCT ?uri WHERE {?uri dbp:services dbr:Nintendo_eShop  . ?uri rdf:type dbo:Company}

Name the city of Phil-Ellena ?	 SELECT DISTINCT ?uri WHERE { dbr:Phil-Ellena dbo:city ?uri }

Who preceded Lucius Crus as an office holder?	SELECT DISTINCT ?uri WHERE {?uri dbo:predecessor dbr:Lucius_Cornelius_Lentulus_Crus  . ?uri rdf:type dbo:OfficeHolder}

To which nation did David Animle Hanses owe his allegiance?	 SELECT DISTINCT ?uri WHERE { dbr:David_Animle_Hansen dbp:allegiance ?uri }

Count the tenants of MasterCard Centre?	SELECT DISTINCT COUNT(?uri) WHERE { dbr:MasterCard_Centre dbp:tenants ?uri  . }

Name the key people of the non-profit organisations whose one of the key person is Lesley-Anne knight ?	SELECT DISTINCT ?uri WHERE { ?x dbp:keyPeople dbr:Lesley-Anne_Knight . ?x dbp:keyPeople ?uri  . }

What show had NTSC format and theme music composed by  Ron Grainer?	SELECT DISTINCT ?uri WHERE {?uri dbo:format dbr:NTSC . ?uri dbp:themeMusicComposer dbr:Ron_Grainer  . ?uri rdf:type dbo:TelevisionShow}

Who was once married to both Kelly Brook and Rosie Huntington-Whiteley?	SELECT DISTINCT ?uri WHERE { dbr:Kelly_Brook dbo:partner ?uri. dbr:Rosie_Huntington-Whiteley dbo:partner ?uri . }

Which company has developed games whose music is done by Gerard Marino?	SELECT DISTINCT ?uri WHERE { ?x dbo:composer dbr:Gerard_Marino . ?x dbo:developer ?uri  . ?x rdf:type dbo:VideoGame}

Which board memeber of jimmy Wales also owns Latvian Wikipedia ?	 SELECT DISTINCT ?uri WHERE { dbr:Jimmy_Wales dbo:board ?uri. dbr:Latvian_Wikipedia dbo:owner ?uri}

What would be a common border of Siberia and the shimsa plateau?	SELECT DISTINCT ?uri WHERE { dbr:Shimōsa_Plateau dbo:border ?uri. dbr:Siberia dbo:border ?uri . }

List the institute of Robert hall ?	 SELECT DISTINCT ?uri WHERE { dbr:Robert_Hall_(economist) dbo:institution ?uri }

Name the ones who debuted in the San Francisco 49ers.	SELECT DISTINCT ?uri WHERE {?uri dbo:debutTeam dbr:San_Francisco_49ers  . }

What are some shows by Comedy Central?	SELECT DISTINCT ?uri WHERE {?uri dbp:network dbr:Comedy_Central  . ?uri rdf:type dbo:TelevisionShow}

What is the county of the road whose route end is Pahang ?	SELECT DISTINCT ?uri WHERE { ?x dbo:routeEnd dbr:Pahang . ?x dbo:county ?uri  . ?x rdf:type dbo:Road}

What are some magazines whose publishers are themselves Rock and Roll Hall of Fame members?	SELECT DISTINCT ?uri WHERE { ?x dbo:award dbr:Rock_and_Roll_Hall_of_Fame . ?uri dbo:publisher ?x  . ?uri rdf:type dbo:Magazine}

In which states can I find Truss bridges?	SELECT DISTINCT ?uri WHERE { ?x dbp:style dbr:Truss_bridge . ?x dbo:state ?uri  . ?x rdf:type dbo:Bridge}

Does Richard Marx play guitar?	ASK WHERE { dbr:Richard_Marx dbp:instrument dbr:Guitar }

Which sea is surrounded by Rostock and Kaliningrad?	SELECT DISTINCT ?uri WHERE { ?uri dbp:cities dbr:Rostock . ?uri dbp:cities dbr:Kaliningrad . ?uri rdf:type dbo:Sea}

Which university is led by Jay Gogue?	SELECT DISTINCT ?uri WHERE {?uri dbo:president dbr:Jay_Gogue  . ?uri rdf:type dbo:University}

What is the river one of whose left tributary's native name is Arabic?	SELECT DISTINCT ?uri WHERE { ?x dbp:nativeName dbr:Arabic . ?uri dbo:leftTributary ?x  . }

Name the office holder whose spouse is Dolley Madison and belongs to Militia branch ?	SELECT DISTINCT ?uri WHERE {?uri dbp:spouse dbr:Dolley_Madison . ?uri dbp:branch dbr:Militia  . ?uri rdf:type dbo:OfficeHolder}

List sports managers who managed Middlesbrough F.C. and England national under-21 football team?	SELECT DISTINCT ?uri WHERE {?uri dbo:managerClub dbr:Middlesbrough_F.C. . ?uri dbp:managerclubs dbr:England_national_under-21_football_team  . ?uri rdf:type dbo:SportsManager}

Whose commanders are John Mc Ewen and Park Chunghee?	SELECT DISTINCT ?uri WHERE { ?uri dbo:commander dbr:John_McEwen . ?uri dbo:commander dbr:Park_Chung-hee . }

What is the origin of the grape whose wine region is the Troodos Mountains ?	SELECT DISTINCT ?uri WHERE { ?x dbo:wineRegion dbr:Troodos_Mountains . ?x dbo:origin ?uri  . ?x rdf:type dbo:Grape}

Where is the headquarter of Regional Transit Authority of Southeast Michigan ?	 SELECT DISTINCT ?uri WHERE { dbr:Regional_Transit_Authority_of_Southeast_Michigan dbp:headquarters ?uri }

Who is the appointer of Charles Goodell ?	 SELECT DISTINCT ?uri WHERE { dbr:Charles_Goodell dbo:appointer ?uri }

Which high school of jerry Tagge is also the nearest city of Tennie laura ?	 SELECT DISTINCT ?uri WHERE { dbr:Jerry_Tagge dbp:highSchool ?uri. dbr:Tennie_and_Laura_(schooner) dbp:nearestCity ?uri}

Name the common serving line of Daund Junction railway station and Ujjain Junction railway station?	SELECT DISTINCT ?uri WHERE { dbr:Daund_Junction_railway_station dbo:servingRailwayLine ?uri. dbr:Ujjain_Junction_railway_station dbo:servingRailwayLine ?uri . }

In which cities were the chess grand masters born?	SELECT DISTINCT ?uri WHERE { ?x dbp:title dbr:Grandmaster_(chess) . ?x dbo:birthPlace ?uri  . }

Who owns the airport in Paphos?	SELECT DISTINCT ?uri WHERE { ?x dbo:city dbr:Paphos_District . ?x dbp:owner ?uri  . ?x rdf:type dbo:Airport}

What is the common branch of military of Edward Joseph Schwartz  and John Tower ?	 SELECT DISTINCT ?uri WHERE { dbr:Edward_Joseph_Schwartz dbp:branch ?uri. dbr:John_Tower dbo:militaryBranch ?uri}

What nation is the motherland of Ricardo Alfonso Cerna  where Apostolic Vicariate of El Petn is located?	SELECT DISTINCT ?uri WHERE { dbr:Ricardo_Alfonso_Cerna dbp:birthPlace ?uri. dbr:Apostolic_Vicariate_of_El_Petén dbo:country ?uri . }

Which border country of the Korean Peninsula is also the country of Krusty a musical group ?	 SELECT DISTINCT ?uri WHERE { dbr:Korean_Peninsula dbo:border ?uri. dbr:Krusty_(music_group) dbo:country ?uri}

List the destinations of Novair International Airways ?	 SELECT DISTINCT ?uri WHERE { dbr:Novair_International_Airways dbp:destinations ?uri }

List the guests of On Broadway ?	 SELECT DISTINCT ?uri WHERE { dbr:On_Broadway_(Smash) dbp:guests ?uri }

What does the river end on whose border we find in Bjelasnica?	SELECT DISTINCT ?uri WHERE { ?x dbo:border dbr:Bjelašnica . ?x dbo:mouthCountry ?uri  . }

What is the home town of the musical artist who is the current members of Slapstick?	SELECT DISTINCT ?uri WHERE { dbr:Slapstick_(band) dbp:currentMembers ?x . ?x dbo:hometown ?uri  . ?x rdf:type dbo:MusicalArtist}

Is Christchurch the largest city of South Island?	ASK WHERE { dbr:South_Island dbo:largestCity dbr:Christchurch }

Which newspapers are owned by Oslo citizens?	SELECT DISTINCT ?uri WHERE { ?x dbp:location dbr:Oslo . ?uri dbp:owners ?x  . ?uri rdf:type dbo:Newspaper}
